Produkt,Kategorie,Monat,mean_idx,jahres_mean,abweichung,saison_range
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Okt,121.4,118.45666666666666,2.9433333333333422,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Nov,122.52,118.45666666666666,4.063333333333333,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Dez,122.92,118.45666666666666,4.463333333333338,9.019999999999996
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Jan,115.62,119.65333333333334,-4.033333333333331,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Feb,115.42,119.65333333333334,-4.233333333333334,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Mrz,116.5,119.65333333333334,-3.153333333333336,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Apr,116.2,119.65333333333334,-3.453333333333333,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Mai,117.18,119.65333333333334,-2.473333333333329,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Jun,118.58,119.65333333333334,-1.0733333333333377,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Jul,122.24,119.65333333333334,2.586666666666659,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Aug,122.64,119.65333333333334,2.9866666666666646,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Sep,121.6,119.65333333333334,1.9466666666666583,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Okt,123.5,119.65333333333334,3.846666666666664,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Nov,123.34,119.65333333333334,3.6866666666666674,8.079999999999998
Buttermilch oder anderes Milchgetränk,Milch & Milchgetränke,Dez,123.02,119.65333333333334,3.36666666666666,8.079999999999998
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Jan,112.73333333333333,114.15333333333334,-1.4200000000000017,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Feb,112.81666666666666,114.15333333333334,-1.336666666666673,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Mrz,114.2,114.15333333333334,0.046666666666666856,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Apr,114.96666666666667,114.15333333333334,0.8133333333333326,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Mai,114.76666666666667,114.15333333333334,0.6133333333333297,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Jun,115.11666666666667,114.15333333333334,0.9633333333333383,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Jul,113.38,114.15333333333334,-0.7733333333333405,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Aug,114.92,114.15333333333334,0.7666666666666657,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Sep,113.56,114.15333333333334,-0.5933333333333337,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Okt,113.62,114.15333333333334,-0.5333333333333314,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Nov,114.74,114.15333333333334,0.5866666666666589,2.38333333333334
Champignons oder andere Pilze,Gemüse & Gemüsekonserven,Dez,115.02,114.15333333333334,0.86666666666666,2.38333333333334
Colagetränk,Säfte & Softdrinks,Jan,114.75,115.6875,-0.9375,4.27000000000001
Colagetränk,Säfte & Softdrinks,Feb,115.56666666666666,115.6875,-0.12083333333333712,4.27000000000001
